a	b	c				
20497	41	0				
20497	43	0				
20497	45	0				
20497	47	0				
20497	49	0				
20497	53	0				
20497	57	0				
20497	59	0				
20497	63	0				
20497	65	0				
20497	67	0				
20497	71	0				
20497	75	0				
20497	79	0				
20497	81	0				
20497	83	0				
20497	85	0				
20497	87	0				
20497	89	0				
20497	93	0				
20497	97	0				
20497	99	0				
20497	101	0				
20497	103	0				
20497	105	0				
20497	107	0				
20497	111	0				
20497	115	0				
20497	117	0				
20497	121	0				
20497	123	0				
20497	125	0				
20497	129	0				
20497	133	0				
20497	135	0				
20497	139	0				
20497	143	0				
20497	147	0				
20497	149	0				
20497	151	0				
20497	153	0				
20497	157	0				
20497	159	0				
20497	161	0				
20497	163	0				
20497	167	0				
20497	169	0				
20497	171	0				
20497	175	0				
20312	90	0				
20312	92	0				
20312	96	0				
20312	98	0				
20312	102	0				
20312	106	0				
20312	110	0				
20312	112	0				
20312	114	0				
20312	118	0				
20312	122	0				
20312	126	0				
20312	128	0				
20312	132	0				
20312	136	0				
20312	140	0				
20312	142	0				
20312	146	0				
20312	150	0				
20312	154	0				
20312	158	0				
20312	162	0				
20312	166	0				
20312	170	0				
20312	172	0				
20312	176	0				
20312	180	0				
20312	182	0				
20312	186	0				
20312	188	0				
20312	192	0				
20164	52	0				
20164	54	0				
20164	56	0				
20164	58	0				
20164	60	0				
20164	62	1				
20164	65	0				
20164	67	0				
20164	71	0				
20164	75	0				
20164	77	0				
20164	79	0				
20164	81	0				
20164	83	0				
20164	87	0				
20164	91	0				
20164	95	0				
20164	97	0				
20164	99	0				
20164	101	0				
20164	103	1				
20164	106	1				
20164	109	0				
20164	113	0				
20164	115	0				
20164	119	1				
20164	122	0				
20164	126	0				
20164	130	0				
20164	134	0				
20164	138	1				
20164	141	0				
20164	143	0				
20164	145	0				
20164	147	0				
20164	151	0				
20164	153	0				
20164	157	0				
20164	159	0				
20164	161	1				
20164	164	0				
20164	166	0				
20164	170	0				
20164	172	0				
20164	176	0				
20164	180	1				
20164	183	1				
20164	186	0				
20164	188	0				
20164	190	0				
20164	194	0				
20164	196	1				
20164	199	0				
20164	203	0				
20164	205	0				
20164	207	0				
20164	209	1				
20164	212	0				
20164	214	0				
20164	218	0				
20164	220	1				
20164	223	0				
20164	225	1				
20164	228	0				
20164	232	0				
20164	236	0				
19976	90	0				
19976	92	0				
19976	94	1				
19976	97	0				
19976	101	0				
19976	103	0				
19976	107	0				
19976	111	1				
19976	114	0				
19976	116	0				
19976	118	1				
19976	121	0				
19976	125	0				
19976	127	1				
19976	130	1				
19976	133	1				
19976	136	0				
19976	140	0				
19976	144	0				
19976	146	0				
19976	148	0				
19976	150	0				
19976	154	0				
19976	158	0				
19976	160	0				
19976	164	0				
19976	166	0				
19976	168	0				
19976	172	0				
19976	176	0				
19976	180	1				
19976	183	0				
19976	187	0				
19976	191	1				
19976	194	0				
19976	198	0				
19848	47	0				
19848	51	0				
19848	53	1				
19848	56	0				
19848	58	0				
19848	60	0				
19848	62	0				
19848	66	0				
19848	70	1				
19848	73	0				
19848	75	0				
19848	79	0				
19848	81	0				
19848	85	0				
19848	87	0				
19848	91	1				
19848	94	1				
19848	97	1				
19848	100	0				
19848	102	1				
19848	105	1				
19848	108	0				
19848	110	0				
19848	112	0				
19848	116	1				
19848	119	1				
19848	122	1				
19848	125	0				
19848	129	0				
19848	131	0				
19848	133	0				
19848	140	0				
19848	142	0				
19848	146	0				
19848	150	0				
19848	154	1				
19848	157	0				
19848	159	0				
19848	163	1				
19848	166	0				
19848	170	0				
19848	174	0				
19848	176	1				
19848	179	0				
19848	183	0				
19848	187	0				
19848	189	0				
19848	191	1				
19848	194	1				
19848	197	0				
19848	201	0				
19743	74	0				
19743	78	1				
19743	81	1				
19743	84	1				
19743	87	0				
19743	91	0				
19743	93	0				
19743	95	0				
19743	97	0				
19743	99	0				
19743	103	0				
19743	105	0				
19743	109	0				
19743	113	0				
19743	117	0				
19743	119	0				
19743	123	0				
19743	125	1				
19743	128	1				
19743	131	0				
19743	133	0				
19743	137	0				
19743	141	0				
19743	143	0				
19743	145	0				
19743	147	0				
19743	149	0				
19743	151	0				
19743	153	0				
19743	155	0				
19743	157	0				
19743	161	0				
19743	163	0				
19743	165	0				
19743	169	0				
19743	173	0				
19743	177	0				
19743	181	0				
19743	183	0				
19743	187	0				
19743	189	0				
19743	193	0				
19743	195	1				
19743	198	0				
19743	200	0				
19743	204	0				
19743	206	1				
19743	209	0				
19743	213	0				
19743	215	0				
19743	217	0				
19743	219	0				
19743	221	0				
19743	223	0				
19743	227	0				
19743	229	0				
19743	231	0				
19743	235	0				
19743	237	0				
19743	239	0				
19743	241	0				
19743	245	1				
19743	248	0				
19743	252	0				
19743	254	1				
19743	257	1				
19743	260	0				
19743	262	0				
19743	266	0				
19743	270	0				
19743	272	0				
19743	276	0				
19743	280	0				
19743	282	1				
19743	285	0				
19743	289	0				
19743	293	0				
19743	297	0				
19743	299	0				
19743	303	0				
19743	307	1				
19743	310	0				
19743	312	1				
19743	315	1				
19743	318	0				
19743	322	0				
19743	326	0				
19743	328	0				
19743	330	0				
19743	334	0				
19567	44	1				
19567	47	1				
19567	50	0				
19567	54	0				
19567	56	0				
19567	58	0				
19567	60	0				
19567	62	0				
19567	64	0				
19567	68	0				
19567	72	0				
19567	74	1				
19567	77	0				
19567	79	0				
19567	81	0				
19567	83	0				
19567	85	0				
19567	89	1				
19567	92	0				
19567	96	0				
19567	98	0				
19567	100	0				
19567	104	0				
19567	106	0				
19567	108	0				
19567	110	0				
19567	112	0				
19567	116	0				
19567	118	1				
19567	121	1				
19567	124	0				
19567	128	0				
19567	132	0				
19567	134	0				
19567	136	0				
19567	138	1				
19567	141	0				
19567	143	0				
19567	145	1				
19567	148	0				
19567	150	0				
19567	152	0				
19567	156	0				
19567	160	1				
19567	163	0				
19389	70	0				
19389	72	0				
19389	74	1				
19389	77	0				
19389	79	0				
19389	83	0				
19389	85	0				
19389	89	1				
19389	92	1				
19389	95	1				
19389	98	0				
19389	102	0				
19389	104	0				
19389	108	0				
19389	112	0				
19389	116	0				
19389	118	0				
19389	122	0				
19389	126	0				
19389	128	0				
19389	132	0				
19287	53	1				
19287	56	0				
19287	58	0				
19287	60	0				
19287	62	0				
19287	66	0				
19287	68	0				
19287	72	0				
19287	74	0				
19287	78	1				
19287	81	1				
19287	84	0				
19287	88	1				
19287	91	0				
19287	95	0				
19287	97	0				
19287	99	0				
19287	101	1				
19287	104	0				
19287	106	0				
19287	110	0				
19287	114	0				
19287	118	0				
19287	120	1				
19287	123	0				
19287	125	0				
19287	127	0				
19287	131	0				
19287	135	0				
19287	137	1				
19287	140	0				
19287	142	0				
19287	146	0				
19287	150	0				
19287	152	0				
19287	154	0				
19287	156	0				
19287	158	0				
19287	162	0				
19287	164	1				
19287	167	0				
19287	169	0				
19287	171	1				
19287	174	0				
19287	178	0				
19287	180	0				
19287	184	0				
19287	188	0				
19287	190	1				
19287	193	0				
19287	197	0				
19287	199	0				
19287	201	0				
19287	205	0				
19287	207	0				
19287	209	0				
19287	213	1				
19287	216	0				
19287	220	1				
19287	223	0				
19287	225	0				
19287	229	0				
19287	233	0				
19287	237	0				
19287	239	0				
19287	241	0				
19287	243	0				
19287	247	0				
19287	249	0				
19287	251	0				
19287	255	0				
19287	257	0				
19287	259	1				
19287	262	0				
19287	264	0				
19287	266	0				
19287	268	0				
19287	272	0				
19287	276	0				
19287	280	0				
19287	284	0				
19287	286	0				
19287	288	0				
19287	292	1				
19287	295	0				
19287	299	1				
19287	302	0				
19287	304	0				
19287	308	1				
19287	311	0				
19287	313	0				
19287	317	0				
19287	319	0				
19287	321	0				
19287	323	0				
19137	56	1				
19137	59	0				
19137	61	0				
19137	65	0				
19137	67	0				
19137	69	0				
19137	73	0				
19137	77	1				
19137	80	0				
19137	82	0				
19137	86	0				
19137	88	0				
19137	92	0				
19137	94	1				
19137	97	0				
19137	101	0				
19137	105	0				
19137	107	0				
19137	109	0				
19137	113	1				
19137	116	1				
19137	119	0				
19137	123	0				
19137	125	0				
19137	127	0				
19137	129	0				
19137	131	0				
19137	135	0				
19137	139	0				
19137	143	0				
19137	145	0				
19137	149	1				
19137	152	1				
19137	155	1				
19137	158	0				
19137	160	0				
19137	162	0				
19137	164	0				
19137	166	1				
19137	169	1				
19137	172	1				
19137	175	0				
19137	177	0				
19137	181	1				
19137	184	0				
19137	186	0				
19137	190	0				
19137	192	0				
19137	196	0				
19137	198	0				
19137	200	0				
19137	204	0				
19137	206	0				
19137	208	0				
19137	212	0				
19137	216	1				
19137	219	0				
19137	221	0				
19137	225	1				
19137	228	0				
19137	232	1				
19137	235	0				
19137	237	0				
19137	241	0				
19137	245	1				
19137	248	0				
19137	252	0				
19137	254	0				
19137	258	0				
19137	260	0				
19137	262	0				
19137	266	0				
19137	268	0				
19137	270	1				
19137	273	0				
19137	275	0				
19137	279	0				
19137	283	0				
19137	287	1				
19137	290	0				
19137	294	0				
19137	296	0				
19137	300	0				
19137	302	1				
19137	305	0				
19137	307	0				
19137	311	1				
19137	314	0				
19137	318	0				
19137	320	0				
18966	35	0				
18966	39	0				
18966	41	0				
18966	43	0				
18966	47	0				
18966	49	0				
18966	53	0				
18966	55	0				
18966	57	0				
18966	59	0				
18966	61	1				
18966	64	0				
18966	68	0				
18966	72	0				
18966	74	0				
18966	76	0				
18966	78	0				
18966	80	0				
18966	82	0				
18966	84	1				
18966	87	0				
18966	91	0				
18966	93	0				
18966	97	1				
18966	100	1				
18966	103	0				
18966	107	0				
18966	109	0				
18966	113	0				
18966	115	0				
18966	117	0				
18966	119	0				
18966	121	0				
18966	123	0				
18966	125	0				
18966	127	0				
18966	131	0				
18966	135	0				
18966	137	0				
18966	141	0				
18966	147	0				
18966	149	0				
18966	153	0				
18966	155	0				
18966	157	0				
18966	159	0				
18966	161	0				
18966	163	0				
18966	167	0				
18966	169	0				
18966	173	0				
18966	175	1				
18966	178	1				
18966	181	0				
18966	183	0				
18966	185	1				
18966	188	0				
18966	190	0				
18966	194	1				
18966	197	1				
18966	200	0				
18966	204	0				
18966	206	0				
18966	208	0				
18966	212	1				
18966	215	0				
18966	219	1				
18966	222	0				
18966	226	0				
18966	228	0				
18966	232	0				
18966	234	0				
18966	236	0				
18966	238	1				
18966	241	0				
18966	243	0				
18966	247	1				
18966	250	0				
18966	254	0				
18966	256	1				
18966	259	0				
18966	261	1				
18966	264	0				
18966	268	0				
18966	272	0				
18966	276	0				
18966	280	1				
18966	283	0				
18966	285	0				
18966	287	0				
18966	291	0				
18966	295	0				
18966	299	0				
18966	301	0				
18966	305	1				
18966	308	1				
18966	311	1				
18966	314	0				
18831	86	0				
18831	90	0				
18831	94	0				
18831	98	1				
18831	101	0				
18831	105	0				
18831	107	1				
18831	110	0				
18831	114	0				
18831	118	1				
18831	121	0				
18831	125	0				
18831	127	1				
18831	130	0				
18831	134	1				
18831	137	0				
18831	141	0				
18831	145	0				
18831	149	0				
18831	153	0				
18831	155	0				
18831	157	0				
18831	161	0				
18831	165	0				
18831	169	0				
18831	173	0				
18831	175	0				
18831	179	0				
18831	183	0				
18831	187	0				
18831	191	0				
18831	195	0				
18831	197	0				
18831	199	0				
18831	203	0				
18831	207	1				
18831	210	0				
18831	212	0				
18831	214	0				
18831	218	1				
18831	221	0				
18831	225	0				
18831	229	0				
18831	231	0				
18831	235	0				
18831	237	0				
18831	239	1				
18831	242	0				
18831	246	0				
18831	248	0				
18831	250	0				
18831	252	0				
18831	254	1				
18831	257	0				
18831	259	0				
18831	263	0				
18831	267	0				
18831	269	0				
18831	271	0				
18647	64	1				
18647	67	0				
18647	71	1				
18647	74	1				
18647	77	0				
18647	79	0				
18647	83	0				
18647	85	0				
18647	87	0				
18647	89	0				
18647	91	0				
18647	95	0				
18647	99	0				
18647	103	0				
18647	105	0				
18647	107	0				
18647	109	0				
18647	113	0				
18647	117	0				
18647	121	0				
18647	125	1				
18647	128	0				
18647	132	0				
18647	136	0				
18647	138	0				
18647	140	0				
18647	142	0				
18647	146	0				
18647	148	0				
18647	152	0				
18647	154	1				
18647	157	0				
18647	161	0				
18647	165	0				
18647	167	0				
18647	169	0				
18647	173	0				
18647	175	0				
18647	177	0				
18647	181	0				
18647	183	0				
18647	187	0				
18647	191	0				
18647	193	0				
18647	197	0				
18647	199	0				
18647	203	0				
18647	205	0				
18647	207	0				
18647	209	0				
18647	213	0				
18647	217	0				
18647	221	1				
18647	224	0				
18647	228	1				
18647	231	0				
18647	233	0				
18647	237	0				
18647	241	0				
18647	243	0				
18647	245	0				
18647	247	0				
18647	249	0				
18647	251	0				
18647	256	0				
18647	258	0				
18647	262	0				
18647	264	0				
18647	266	0				
18477	58	0				
18477	60	0				
18477	64	0				
18477	68	0				
18477	70	0				
18477	72	0				
18477	76	0				
18477	80	0				
18477	82	0				
18477	84	0				
18477	88	0				
18477	92	0				
18477	94	0				
18477	96	0				
18477	100	0				
18477	102	0				
18477	106	0				
18477	110	0				
18477	114	0				
18477	118	0				
18477	122	0				
18477	124	0				
18477	128	0				
18477	132	0				
18477	136	0				
18477	140	0				
18477	142	0				
18477	144	1				
18477	147	0				
18477	149	0				
18477	153	0				
18477	155	0				
18477	159	1				
18477	162	1				
18477	165	0				
18477	167	0				
18477	169	0				
18477	171	0				
18477	175	0				
18477	179	1				
18477	182	0				
18477	186	1				
18477	189	0				
18477	191	0				
18477	195	0				
18477	199	0				
18477	201	0				
18477	203	0				
18477	207	0				
18477	211	1				
18477	214	0				
18477	218	0				
18477	220	1				
18477	223	0				
18477	227	0				
18477	231	0				
18477	235	0				
18477	239	0				
18477	243	0				
18477	245	0				
18477	249	0				
18477	253	0				
18477	257	0				
18477	261	0				
18477	265	0				
18477	269	0				
18477	271	0				
18477	275	0				
18477	277	0				
18477	281	0				
18477	283	0				
18477	285	0				
18477	287	0				
18477	289	0				
18477	291	1				
18477	294	0				
18477	298	0				
18477	302	0				
18477	306	0				
18477	308	1				
18477	311	0				
18477	315	0				
18477	319	0				
18477	321	0				
18477	323	0				
18477	327	0				
18477	331	0				
18477	333	0				
18285	68	0				
18285	70	0				
18285	74	0				
18285	76	0				
18285	80	0				
18285	84	1				
18285	87	1				
18285	90	1				
18285	93	1				
18285	96	0				
18285	100	1				
18285	103	0				
18285	107	0				
18285	109	0				
18285	113	1				
18285	116	0				
18285	120	0				
18285	122	0				
18285	126	0				
18285	128	0				
18285	132	0				
18285	134	1				
18285	137	0				
18285	139	0				
18285	143	0				
18285	145	0				
18285	149	0				
18285	153	0				
18285	155	0				
18285	157	1				
18285	160	0				
18285	164	1				
18285	167	0				
18285	169	0				
18285	173	0				
18285	175	1				
18285	178	0				
18096	82	0				
18096	86	0				
18096	88	0				
18096	92	1				
18096	95	0				
18096	97	0				
18096	99	0				
18096	103	0				
18096	105	0				
18096	109	0				
18096	111	0				
18096	113	1				
18096	116	0				
18096	120	0				
18096	122	0				
18096	126	1				
18096	129	0				
18096	133	1				
18096	136	0				
18096	138	0				
18096	140	1				
18096	143	0				
18096	145	0				
18096	149	1				
18096	152	0				
18096	154	0				
18096	158	0				
18096	162	0				
18096	166	0				
18096	168	0				
18096	170	0				
18096	174	0				
18096	178	0				
18096	182	0				
18096	184	0				
18096	186	0				
18096	188	0				
18096	190	0				
18096	194	1				
18096	197	0				
18096	201	0				
18096	205	0				
18096	207	0				
18096	209	0				
18096	213	0				
18096	215	0				
18096	219	0				
18096	223	0				
18096	227	0				
18096	231	0				
18096	235	0				
18096	237	0				
18096	241	0				
18096	243	0				
18096	247	0				
18096	251	1				
18096	254	0				
18096	256	0				
18096	260	0				
18096	264	1				
18096	267	0				
18096	269	1				
18096	272	0				
18096	274	1				
18096	277	1				
18096	280	0				
18096	284	0				
18096	288	0				
18096	292	0				
18096	296	0				
18096	298	0				
18096	300	0				
18096	304	0				
18096	308	0				
18096	310	0				
18096	312	0				
18096	314	0				
18096	316	1				
18096	319	1				
18096	322	0				
18096	324	0				
18096	328	1				
18096	331	0				
18096	333	0				
18096	335	1				
18096	338	0				
18096	342	0				
18096	346	0				
18096	348	0				
18096	350	0				
18096	352	0				
18096	354	0				
18096	356	0				
18096	358	0				
18096	360	1				
18096	363	1				
18096	366	0				
18096	368	0				
17978	26	0				
17978	30	0				
17978	32	0				
17978	36	0				
17978	38	0				
17978	40	0				
17978	44	0				
17978	46	1				
17978	49	1				
17978	52	1				
17978	55	1				
17978	58	0				
17978	60	0				
17978	62	0				
17978	64	0				
17978	68	1				
17978	71	1				
17978	74	0				
17978	76	1				
17978	79	0				
17978	83	1				
17978	86	0				
17978	90	0				
17978	92	0				
17978	96	0				
17978	100	0				
17978	104	0				
17978	108	0				
17978	112	1				
17978	115	0				
17978	117	0				
17978	119	1				
17978	122	0				
17978	126	0				
17978	128	0				
17978	132	0				
17978	134	0				
17978	138	0				
17978	140	0				
17978	144	1				
17978	147	0				
17821	67	0				
17821	69	0				
17821	73	0				
17821	77	0				
17821	81	0				
17821	83	0				
17821	85	0				
17821	87	0				
17821	91	0				
17821	93	0				
17821	97	0				
17821	101	0				
17821	103	0				
17821	107	0				
17821	113	0				
17821	115	0				
17821	117	0				
17821	121	1				
17821	124	0				
17821	126	0				
17821	130	1				
17821	133	0				
17821	135	0				
17821	139	0				
17821	143	0				
17821	147	0				
17821	151	0				
17821	153	0				
17821	157	0				
17821	159	0				
17821	163	0				
17821	165	0				
17821	169	0				
17821	171	0				
17821	173	1				
17821	176	1				
17821	179	0				
17821	181	0				
17821	185	0				
17821	189	0				
17821	193	0				
17821	195	0				
17821	199	0				
17821	203	1				
17821	206	0				
17821	208	0				
17821	212	0				
17821	214	0				
17702	51	0				
17702	53	0				
17702	55	0				
17702	59	0				
17702	61	0				
17702	63	1				
17702	66	1				
17702	69	0				
17702	73	0				
17702	75	1				
17702	78	0				
17702	82	0				
17702	86	1				
17702	89	0				
17702	91	0				
17702	95	1				
17702	98	0				
17702	102	1				
17702	105	0				
17702	109	0				
17702	111	0				
17702	115	1				
17702	118	0				
17702	122	0				
17702	124	1				
17702	127	1				
17702	130	1				
17702	133	0				
17702	137	0				
17702	141	0				
17702	143	0				
17702	145	1				
17702	148	0				
17702	150	0				
17702	154	0				
17702	156	0				
17702	158	0				
17702	160	0				
17702	164	0				
17702	166	0				
17702	170	1				
17702	173	0				
17702	175	0				
17702	179	1				
17702	182	0				
17702	184	0				
17702	186	0				
17702	190	0				
17702	194	1				
17702	197	0				
17702	199	0				
17702	203	1				
17702	206	0				
17702	210	0				
17702	214	0				
17702	216	1				
17702	219	1				
17702	222	1				
17702	225	0				
17702	229	0				
17702	231	0				
17702	235	0				
17702	239	0				
17702	243	0				
17702	245	0				
17702	249	0				
17702	253	0				
17702	255	0				
17702	257	0				
17702	261	0				
17702	265	0				
17702	267	0				
17702	269	1				
17702	272	0				
17702	274	0				
17702	276	1				
17702	279	0				
17702	283	0				
17702	285	0				
17702	287	0				
17702	291	1				
17702	294	0				
17702	298	1				
17702	301	0				
17702	303	0				
17702	307	1				
17702	310	1				
17702	313	0				
17702	317	0				
17702	321	0				
17702	323	1				
17702	326	0				
17702	328	0				
17702	332	0				
17702	336	0				
17702	340	0				
17573	69	0				
17573	73	1				
17573	76	0				
17573	78	0				
17573	80	1				
17573	83	0				
17573	87	1				
17573	90	0				
17573	92	1				
17573	95	0				
17573	99	1				
17573	102	0				
17573	106	0				
17573	110	0				
17573	114	0				
17573	118	0				
17573	122	0				
17573	124	0				
17573	128	1				
17573	131	0				
17573	133	0				
17573	135	0				
17573	137	0				
17573	139	1				
17573	142	1				
17573	145	1				
17573	148	0				
17573	150	0				
17573	154	1				
17573	157	0				
17573	159	0				
17573	163	1				
17573	166	0				
17573	170	0				
17573	174	0				
17573	178	0				
17573	180	0				
17573	182	0				
17573	186	0				
17573	190	0				
17573	192	0				
17573	196	1				
17573	199	0				
17573	201	0				
17573	203	1				
17573	206	0				
17573	208	0				
17573	210	0				
17573	214	0				
17573	218	0				
17573	222	0				
17573	226	0				
17573	230	0				
17573	234	0				
17573	236	1				
17573	239	0				
17573	243	0				
17573	245	0				
17573	251	0				
17573	255	0				
17573	257	1				
17573	260	1				
17573	263	1				
17573	266	0				
17573	268	0				
17573	270	0				
17573	272	0				
17573	276	0				
17573	280	0				
17573	284	0				
17573	286	1				
17573	289	0				
17573	291	0				
17573	293	0				
17573	295	0				
17389	47	0				
17389	49	0				
17389	51	0				
17389	55	0				
17389	57	0				
17389	61	1				
17389	64	0				
17389	66	0				
17389	68	0				
17389	70	1				
17389	73	0				
17389	77	0				
17389	81	0				
17389	85	0				
17389	89	1				
17389	92	0				
17389	94	0				
17389	96	0				
17389	100	0				
17389	102	0				
17389	104	1				
17389	107	0				
17389	111	1				
17389	114	0				
17389	118	0				
17389	120	0				
17389	122	0				
17389	126	0				
17389	128	0				
17389	132	0				
17389	136	0				
17389	140	0				
17389	144	1				
17389	147	0				
17389	151	0				
17389	155	0				
17196	74	0				
17196	76	0				
17196	80	0				
17196	84	0				
17196	88	1				
17196	91	1				
17196	94	0				
17196	96	0				
17196	98	1				
17196	101	1				
17196	104	0				
17196	106	0				
17196	108	0				
17196	110	0				
17196	112	1				
17196	115	0				
17196	119	1				
17196	122	0				
17196	124	0				
17196	128	0				
17196	132	0				
17196	134	0				
17196	138	0				
17196	142	1				
17196	145	0				
17196	147	0				
17196	149	0				
17196	151	0				
17196	153	0				
17196	157	0				
17196	161	0				
17196	163	0				
17196	167	0				
17196	169	1				
17196	172	0				
17196	174	1				
17196	177	0				
17196	181	0				
17196	185	1				
17196	188	0				
17196	192	0				
17196	196	1				
17196	199	1				
17196	202	0				
17196	206	0				
17196	210	1				
17196	213	0				
17196	215	0				
17196	217	0				
17196	221	0				
17196	225	0				
17022	37	0				
17022	39	0				
17022	41	0				
17022	43	0				
17022	45	1				
17022	48	0				
17022	52	1				
17022	55	0				
17022	59	0				
17022	63	0				
17022	65	0				
17022	67	0				
17022	69	0				
17022	71	1				
17022	74	0				
17022	76	1				
17022	79	0				
17022	81	0				
17022	83	1				
17022	86	1				
17022	89	0				
17022	91	0				
17022	95	0				
17022	97	0				
17022	99	0				
17022	103	0				
17022	107	0				
17022	109	0				
17022	111	0				
17022	113	0				
17022	117	0				
17022	121	0				
17022	123	0				
17022	127	0				
17022	131	0				
17022	135	1				
17022	138	0				
17022	140	0				
17022	142	0				
17022	144	0				
17022	146	0				
17022	148	0				
17022	152	0				
17022	154	0				
17022	158	1				
17022	161	0				
17022	163	1				
17022	166	0				
17022	168	0				
17022	170	0				
17022	172	1				
17022	175	1				
17022	178	0				
17022	182	0				
17022	186	0				
17022	190	0				
17022	192	0				
17022	194	0				
17022	196	0				
17022	200	0				
17022	202	0				
17022	204	0				
17022	208	0				
17022	210	0				
17022	214	0				
17022	218	0				
17022	220	0				
17022	224	0				
17022	228	0				
17022	232	0				
17022	234	1				
17022	237	0				
17022	241	0				
17022	243	0				
17022	247	0				
17022	251	0				
17022	253	0				
17022	255	0				
17022	259	0				
17022	263	1				
17022	266	1				
17022	269	0				
17022	273	0				
17022	275	0				
17022	279	0				
17022	281	0				
17022	283	1				
17022	286	0				
17022	288	0				
17022	290	0				
17022	292	0				
17022	294	0				
17022	296	0				
17022	298	0				
17022	302	1				
17022	305	1				
17022	308	1				
17022	311	0				
16862	29	0				
16862	33	0				
16862	35	1				
16862	38	1				
16862	41	1				
16862	44	0				
16862	46	0				
16862	48	0				
16862	50	0				
16862	52	1				
16862	55	0				
16862	57	1				
16862	60	0				
16862	62	0				
16862	64	0				
16862	66	0				
16862	70	0				
16862	72	1				
16862	75	0				
16862	79	0				
16862	83	0				
16862	85	0				
16862	87	0				
16862	91	1				
16862	94	0				
16862	96	0				
16862	98	0				
16862	100	0				
16862	104	0				
16862	108	0				
16862	112	0				
16862	118	0				
16862	122	1				
16862	125	0				
16862	129	0				
16862	131	0				
16862	133	0				
16862	137	0				
16862	141	0				
16862	143	0				
16662	28	0				
16662	30	0				
16662	32	0				
16662	34	0				
16662	36	0				
16662	38	0				
16662	42	0				
16662	44	0				
16662	46	0				
16662	48	0				
16662	50	1				
16662	53	1				
16662	56	0				
16662	60	1				
16662	63	0				
16662	65	0				
16662	67	0				
16662	71	0				
16662	73	0				
16662	75	0				
16662	77	0				
16662	81	1				
16662	84	0				
16662	88	0				
16662	90	0				
16662	94	0				
16662	96	0				
16662	100	0				
16662	102	0				
16662	106	1				
16662	109	0				
16662	111	1				
16662	114	0				
16662	116	0				
16662	120	1				
16662	123	0				
16662	125	0				
16662	127	0				
16662	131	0				
16662	133	0				
16662	137	0				
16662	139	0				
16662	143	1				
16662	146	0				
16662	148	0				
16662	150	0				
16662	154	0				
16662	158	0				
16662	160	1				
16662	163	0				
16662	165	0				
16662	169	0				
16662	171	0				
16662	173	0				
16662	175	0				
16662	177	0				
16466	99	0				
16466	103	0				
16466	107	0				
16466	109	0				
16466	111	0				
16466	113	0				
16466	115	0				
16466	119	1				
16466	122	1				
16466	125	0				
16466	129	0				
16466	131	0				
16466	133	0				
16466	137	0				
16466	141	0				
16466	145	0				
16466	147	0				
16466	149	1				
16466	152	1				
16466	155	0				
16466	159	0				
16466	163	0				
16466	167	0				
16466	171	0				
16466	175	0				
16466	177	0				
16466	179	1				
16466	182	0				
16466	186	1				
16466	189	1				
16466	192	1				
16466	195	0				
16466	197	0				
16466	201	0				
16466	203	0				
16466	207	0				
16466	211	0				
16466	213	0				
16279	43	1				
16279	46	0				
16279	48	0				
16279	50	1				
16279	53	0				
16279	55	0				
16279	57	0				
16279	59	0				
16279	63	1				
16279	66	0				
16279	70	0				
16279	74	1				
16279	77	0				
16279	79	0				
16279	81	0				
16279	83	0				
16279	85	1				
16279	88	0				
16279	90	0				
16279	94	0				
16279	96	0				
16279	98	0				
16279	100	0				
16279	104	0				
16279	108	0				
16279	110	0				
16279	114	0				
16279	116	1				
16279	119	0				
16279	121	0				
16279	125	0				
16279	127	1				
16279	130	0				
16279	134	1				
16279	137	0				
16279	141	0				
16279	145	0				
16279	149	0				
16175	90	0				
16175	92	0				
16175	96	0				
16175	98	1				
16175	101	1				
16175	104	0				
16175	106	0				
16175	111	1				
16175	114	0				
16175	116	0				
16175	118	0				
16175	120	0				
16175	122	0				
16175	124	0				
16175	128	1				
16175	131	0				
16175	133	0				
16175	137	0				
16175	141	1				
16175	144	1				
16175	147	0				
16175	151	0				
16175	155	0				
16074	42	0				
16074	44	0				
16074	48	1				
16074	51	0				
16074	53	1				
16074	56	0				
16074	58	0				
16074	62	0				
16074	66	0				
16074	70	1				
16074	73	0				
16074	77	0				
16074	81	0				
16074	83	1				
16074	86	0				
16074	88	0				
16074	92	0				
16074	96	0				
16074	100	0				
16074	102	1				
16074	105	0				
16074	109	0				
16074	111	0				
16074	115	0				
16074	117	0				
16074	119	0				
16074	121	0				
16074	123	0				
16074	125	1				
16074	128	0				
16074	130	1				
16074	133	0				
16074	137	0				
16074	139	0				
16074	141	0				
16074	145	1				
16074	148	0				
16074	152	0				
16074	156	0				
16074	158	0				
16074	160	0				
16074	164	1				
16074	167	0				
16074	171	0				
16074	173	0				
16074	175	0				
16074	177	0				
16074	179	0				
16074	183	0				
16074	185	0				
16074	189	1				
16074	192	0				
16074	194	0				
16074	198	0				
16074	202	0				
16074	204	0				
16074	206	0				
16074	210	0				
16074	214	1				
16074	217	0				
16074	221	0				
16074	223	0				
16074	225	0				
16074	227	1				
16074	230	0				
16074	234	0				
16074	236	0				
16074	238	0				
16074	242	0				
16074	244	0				
16074	248	0				
16074	250	0				
16074	254	0				
16074	256	0				
16074	258	1				
16074	261	1				
16074	264	0				
16074	268	0				
16074	270	0				
16074	272	0				
16074	276	0				
16074	280	0				
16074	282	0				
16074	286	0				
16074	290	0				
16074	292	1				
