						10000	100000
3112	A	4782626	1				
3113	C	4785738	0				
3115	B	4788851	0				
3116	B	4791966	0				
3116	B	4795082	0				
3116	C	4798198	0				
3117	D	4801314	0				
3117	D	4804431	0				
3119	E	4807548	0				
3120	C	4810667	0				
3120	E	4813787	0				
3120	B	4816907	0				
3122	A	4820027	1				
3122	A	4823149	1				
3124	A	4826271	1				
3124	E	4829395	0				
3124	E	4832519	0				
3125	E	4835643	0				
3126	C	4838768	0				
3126	E	4841894	0				
3129	A	4845020	1				
3129	A	4848149	1				
3129	B	4851278	0				
3130	A	4854407	1				
3130	C	4857537	0				
3131	C	4860667	0				
3131	A	4863798	1				
3133	E	4866929	0				
3135	E	4870062	0				
3137	A	4873197	1				
3137	E	4876334	0				
3138	D	4879471	0				
3139	A	4882609	1				
3140	A	4885748	1				
3140	D	4888888	0				
3140	A	4892028	1				
3140	C	4895168	0				
3141	A	4898308	1				
3143	A	4901449	1				
3144	A	4904592	1				
3145	B	4907736	0				
3145	B	4910881	0				
3146	E	4914026	0				
3147	B	4917172	0				
3147	B	4920319	0				
3149	E	4923466	0				
3149	E	4926615	0				
3151	E	4929764	0				
3152	A	4932915	1				
3153	B	4936067	0				
3155	D	4939220	0				
3156	B	4942375	0				
3156	C	4945531	0				
3158	A	4948687	1				
3158	B	4951845	0				
3161	B	4955003	0				
3162	C	4958164	0				
3163	A	4961326	1				
3163	D	4964489	0				
3163	D	4967652	0				
3166	B	4970815	0				
3167	A	4973981	1				
3168	E	4977148	0				
3170	A	4980316	1				
3170	A	4983486	1				
3170	D	4986656	0				
3171	A	4989826	1				
3172	A	4992997	1				
3172	B	4996169	0				
3172	A	4999341	1				
3173	B	5002513	0				
3175	C	5005686	0				
3176	D	5008861	0				
3176	B	5012037	0				
3178	B	5015213	0				
3179	D	5018391	0				
3181	A	5021570	1				
3181	A	5024751	1				
3181	B	5027932	0				
3183	E	5031113	0				
3183	C	5034296	0				
3184	C	5037479	0				
3185	A	5040663	1				
3187	D	5043848	0				
3187	D	5047035	0				
3187	E	5050222	0				
3188	B	5053409	0				
3188	E	5056597	0				
3192	B	5059785	0				
3193	B	5062977	0				
3193	C	5066170	0				
3195	B	5069363	0				
3196	E	5072558	0				
3197	A	5075754	1				
3199	C	5078951	0				
3200	D	5082150	0				
3202	E	5085350	0				
3203	E	5088552	0				
3204	E	5091755	0				
3204	E	5094959	0				
3204	C	5098163	0				
3206	D	5101367	0				
3207	A	5104573	1				
3207	B	5107780	0				
3210	A	5110987	1				
3210	E	5114197	0				
3211	B	5117407	0				
3211	D	5120618	0				
3212	C	5123829	0				
3216	B	5127041	0				
3217	A	5130257	1				
3218	E	5133474	0				
3219	E	5136692	0				
3219	E	5139911	0				
3221	A	5143130	1				
3222	A	5146351	1				
3224	E	5149573	0				
3225	A	5152797	1				
3229	E	5156022	0				
3231	A	5159251	1				
3231	C	5162482	0				
3231	B	5165713	0				
3231	B	5168944	0				
3232	B	5172175	0				
3234	C	5175407	0				
3235	E	5178641	0				
3235	B	5181876	0				
3235	E	5185111	0				
3236	D	5188346	0				
3237	D	5191582	0				
3238	C	5194819	0				
3240	E	5198057	0				
3241	A	5201297	1				
3241	B	5204538	0				
3242	E	5207779	0				
3242	C	5211021	0				
3243	B	5214263	0				
3243	D	5217506	0				
3245	C	5220749	0				
3245	A	5223994	1				
3246	C	5227239	0				
3248	B	5230485	0				
3248	C	5233733	0				
3249	C	5236981	0				
3249	D	5240230	0				
3251	E	5243479	0				
3252	E	5246730	0				
3253	C	5249982	0				
3253	C	5253235	0				
3255	E	5256488	0				
3255	B	5259743	0				
3258	B	5262998	0				
3258	A	5266256	1				
3260	C	5269514	0				
3261	A	5272774	1				
3264	D	5276035	0				
3265	C	5279299	0				
3265	B	5282564	0				
3265	E	5285829	0				
3266	D	5289094	0				
3267	C	5292360	0				
3268	B	5295627	0				
3271	C	5298895	0				
3271	A	5302166	1				
3272	B	5305437	0				
3273	C	5308709	0				
3274	D	5311982	0				
3274	B	5315256	0				
3275	B	5318530	0				
3277	D	5321805	0				
3278	E	5325082	0				
3280	D	5328360	0				
3280	C	5331640	0				
3280	A	5334920	1				
3280	D	5338200	0				
3281	A	5341480	1				
3282	D	5344761	0				
3282	B	5348043	0				
3282	D	5351325	0				
3283	E	5354607	0				
3285	D	5357890	0				
3285	E	5361175	0				
3287	A	5364460	1				
3288	C	5367747	0				
3288	E	5371035	0				
3289	A	5374323	1				
3289	C	5377612	0				
3290	C	5380901	0				
3290	E	5384191	0				
3290	D	5387481	0				
3291	A	5390771	1				
3292	A	5394062	1				
3293	E	5397354	0				
3294	B	5400647	0				
3295	C	5403941	0				
3296	D	5407236	0				
3296	E	5410532	0				
3297	A	5413828	1				
3298	A	5417125	1				
3298	B	5420423	0				
3299	A	5423721	1				
3300	D	5427020	0				
3300	A	5430320	1				
3301	E	5433620	0				
3301	B	5436921	0				
3302	B	5440222	0				
3302	D	5443524	0				
3302	C	5446826	0				
3303	A	5450128	1				
3303	B	5453431	0				
3303	D	5456734	0				
3303	E	5460037	0				
3304	A	5463340	1				
3304	B	5466644	0				
3304	E	5469948	0				
3306	A	5473252	1				
3306	D	5476558	0				
3307	E	5479864	0				
3309	C	5483171	0				
3310	E	5486480	0				
3311	A	5489790	1				
3311	C	5493101	0				
3311	E	5496412	0				
3312	D	5499723	0				
3313	D	5503035	0				
3314	D	5506348	0				
3317	B	5509662	0				
3318	D	5512979	0				
3320	E	5516297	0				
3320	B	5519617	0				
3321	A	5522937	1				
3323	A	5526258	1				
3323	A	5529581	1				
3324	D	5532904	0				
3325	B	5536228	0				
3325	A	5539553	1				
3325	A	5542878	1				
3326	A	5546203	1				
3326	A	5549529	1				
3326	B	5552855	0				
3327	A	5556181	1				
3327	C	5559508	0				
3329	B	5562835	0				
3330	A	5566164	1				
3331	D	5569494	0				
3332	D	5572825	0				
3332	A	5576157	1				
3334	A	5579489	1				
3335	D	5582823	0				
3337	B	5586158	0				
3338	B	5589495	0				
3339	D	5592833	0				
3340	E	5596172	0				
3340	E	5599512	0				
3341	C	5602852	0				
3344	E	5606193	0				
3345	C	5609537	0				
3346	A	5612882	1				
3347	E	5616228	0				
3348	A	5619575	1				
3351	B	5622923	0				
3351	A	5626274	1				
3351	D	5629625	0				
3352	C	5632976	0				
3353	A	5636328	1				
3355	A	5639681	1				
3357	D	5643036	0				
3357	B	5646393	0				
3359	E	5649750	0				
3359	E	5653109	0				
3360	D	5656468	0				
3361	A	5659828	1				
3362	E	5663189	0				
3362	C	5666551	0				
3363	C	5669913	0				
3363	E	5673276	0				
3365	A	5676639	1				
3365	B	5680004	0				
3365	E	5683369	0				
3367	B	5686734	0				
3367	E	5690101	0				
3368	D	5693468	0				
3369	B	5696836	0				
3369	E	5700205	0				
3370	D	5703574	0				
3371	C	5706944	0				
3374	D	5710315	0				
3376	E	5713689	0				
3376	C	5717065	0				
3383	C	5720441	0				
3383	D	5723824	0				
3383	C	5727207	0				
3384	D	5730590	0				
3384	A	5733974	1				
3385	D	5737358	0				
3385	A	5740743	1				
3385	D	5744128	0				
3385	C	5747513	0				
3389	D	5750898	0				
3389	D	5754287	0				
3389	A	5757676	1				
3389	D	5761065	0				
3390	D	5764454	0				
3391	A	5767844	1				
3392	D	5771235	0				
3392	B	5774627	0				
3393	D	5778019	0				
3394	C	5781412	0				
3395	E	5784806	0				
3397	A	5788201	1				
3397	B	5791598	0				
3398	D	5794995	0				
3398	B	5798393	0				
3400	D	5801791	0				
3400	D	5805191	0				
3401	C	5808591	0				
3401	B	5811992	0				
3403	C	5815393	0				
3404	A	5818796	1				
3406	A	5822200	1				
3407	E	5825606	0				
3407	A	5829013	1				
3408	B	5832420	0				
3409	D	5835828	0				
3410	E	5839237	0				
3411	E	5842647	0				
3414	C	5846058	0				
3415	A	5849472	1				
3415	E	5852887	0				
3416	B	5856302	0				
3417	A	5859718	1				
3417	D	5863135	0				
3418	A	5866552	1				
3418	C	5869970	0				
3418	A	5873388	1				
3420	A	5876806	1				
3421	C	5880226	0				
3421	C	5883647	0				
3423	A	5887068	1				
3425	B	5890491	0				
3425	C	5893916	0				
3425	A	5897341	1				
3425	B	5900766	0				
3427	C	5904191	0				
3428	C	5907618	0				
3428	C	5911046	0				
3429	D	5914474	0				
3429	E	5917903	0				
3430	D	5921332	0				
3430	B	5924762	0				
3430	A	5928192	1				
3430	E	5931622	0				
3432	C	5935052	0				
3433	A	5938484	1				
3434	D	5941917	0				
3435	B	5945351	0				
3436	A	5948786	1				
3441	B	5952222	0				
3441	E	5955663	0				
3441	A	5959104	1				
3442	D	5962545	0				
3444	D	5965987	0				
3447	A	5969431	1				
3447	B	5972878	0				
3447	D	5976325	0				
3447	B	5979772	0				
3448	C	5983219	0				
3450	A	5986667	1				
3450	B	5990117	0				
3450	C	5993567	0				
3451	B	5997017	0				
3452	D	6000468	0				
3452	C	6003920	0				
3452	E	6007372	0				
3452	D	6010824	0				
3453	A	6014276	1				
3455	E	6017729	0				
3457	B	6021184	0				
3457	C	6024641	0				
3459	A	6028098	1				
3459	A	6031557	1				
3459	E	6035016	0				
3459	A	6038475	1				
3460	E	6041934	0				
3461	E	6045394	0				
3463	A	6048855	1				
3465	D	6052318	0				
3465	C	6055783	0				
3465	A	6059248	1				
3467	B	6062713	0				
3468	D	6066180	0				
3470	E	6069648	0				
3473	B	6073118	0				
3473	B	6076591	0				
3476	A	6080064	1				
3478	A	6083540	1				
3478	D	6087018	0				
3478	B	6090496	0				
3479	B	6093974	0				
3482	B	6097453	0				
3483	A	6100935	1				
3485	E	6104418	0				
3486	B	6107903	0				
3490	B	6111389	0				
3491	A	6114879	1				
3492	D	6118370	0				
3492	D	6121862	0				
3493	B	6125354	0				
3493	E	6128847	0				
3496	E	6132340	0				
3501	B	6135836	0				
3501	D	6139337	0				
3502	E	6142838	0				
3502	B	6146340	0				
3503	B	6149842	0				
3504	C	6153345	0				
3504	B	6156849	0				
3505	E	6160353	0				
3505	B	6163858	0				
3506	E	6167363	0				
3507	A	6170869	1				
3508	D	6174376	0				
3509	D	6177884	0				
3509	A	6181393	1				
3510	A	6184902	1				
3512	C	6188412	0				
3513	E	6191924	0				
3514	B	6195437	0				
3514	E	6198951	0				
3515	E	6202465	0				
3515	E	6205980	0				
3516	E	6209495	0				
3516	B	6213011	0				
3519	D	6216527	0				
3521	D	6220046	0				
3521	E	6223567	0				
3523	D	6227088	0				
3524	C	6230611	0				
3526	D	6234135	0				
3526	B	6237661	0				
3527	A	6241187	1				
3528	B	6244714	0				
3530	E	6248242	0				
3531	D	6251772	0				
3532	D	6255303	0				
3533	E	6258835	0				
3534	B	6262368	0				
3535	C	6265902	0				
3535	A	6269437	1				
3535	E	6272972	0				
3537	B	6276507	0				
3537	C	6280044	0				
3538	D	6283581	0				
3539	E	6287119	0				
3539	E	6290658	0				
3540	A	6294197	1				
3540	E	6297737	0				
3540	E	6301277	0				
3540	C	6304817	0				
3541	B	6308357	0				
3543	C	6311898	0				
3546	E	6315441	0				
3546	D	6318987	0				
3547	A	6322533	1				
3547	D	6326080	0				
3547	A	6329627	1				
3550	A	6333174	1				
3550	A	6336724	1				
3551	E	6340274	0				
3551	B	6343825	0				
3551	E	6347376	0				
3552	C	6350927	0				
3554	A	6354479	1				
3554	A	6358033	1				
3558	C	6361587	0				
3560	B	6365145	0				
3560	C	6368705	0				
3561	D	6372265	0				
3564	B	6375826	0				
3565	D	6379390	0				
3565	C	6382955	0				
3566	E	6386520	0				
3568	A	6390086	1				
3571	A	6393654	1				
3571	D	6397225	0				
3571	C	6400796	0				
3573	C	6404367	0				
3574	C	6407940	0				
3574	E	6411514	0				
3575	B	6415088	0				
3576	A	6418663	1				
3577	C	6422239	0				
3579	A	6425816	1				
3579	C	6429395	0				
3580	A	6432974	1				
3581	D	6436554	0				
3581	A	6440135	1				
3584	A	6443716	1				
3585	D	6447300	0				
3588	A	6450885	1				
3588	D	6454473	0				
3588	C	6458061	0				
3588	A	6461649	1				
3589	E	6465237	0				
3589	E	6468826	0				
3591	A	6472415	1				
3591	B	6476006	0				
3595	A	6479597	1				
3595	E	6483192	0				
3595	A	6486787	1				
3596	C	6490382	0				
3597	B	6493978	0				
3598	B	6497575	0				
3599	E	6501173	0				
3600	D	6504772	0				
3602	A	6508372	1				
3602	A	6511974	1				
3603	E	6515576	0				
3604	E	6519179	0				
3605	B	6522783	0				
3608	D	6526388	0				
3608	B	6529996	0				
3610	B	6533604	0				
3610	B	6537214	0				
3611	A	6540824	1				
3612	E	6544435	0				
3613	E	6548047	0				
3618	A	6551660	1				
3618	E	6555278	0				
3618	B	6558896	0				
3619	A	6562514	1				
3620	E	6566133	0				
3623	B	6569753	0				
3623	C	6573376	0				
3623	B	6576999	0				
3624	A	6580622	1				
3625	C	6584246	0				
3626	C	6587871	0				
3627	C	6591497	0				
3628	B	6595124	0				
3629	A	6598752	1				
3629	B	6602381	0				
3630	E	6606010	0				
3630	D	6609640	0				
3632	A	6613270	1				
3633	D	6616902	0				
3634	C	6620535	0				
3635	A	6624169	1				
3637	E	6627804	0				
3637	C	6631441	0				
3640	D	6635078	0				
3640	B	6638718	0				
3641	D	6642358	0				
3642	B	6645999	0				
3644	E	6649641	0				
3645	B	6653285	0				
3646	A	6656930	1				
3647	B	6660576	0				
3647	B	6664223	0				
3647	E	6667870	0				
3648	E	6671517	0				
3649	E	6675165	0				
3651	E	6678814	0				
3651	A	6682465	1				
3653	A	6686116	1				
3653	C	6689769	0				
3656	A	6693422	1				
3656	E	6697078	0				
3659	D	6700734	0				
3660	B	6704393	0				
3661	E	6708053	0				
3661	A	6711714	1				
3662	B	6715375	0				
3663	D	6719037	0				
3663	B	6722700	0				
3664	A	6726363	1				
3664	E	6730027	0				
3665	A	6733691	1				
3666	D	6737356	0				
3666	A	6741022	1				
3667	E	6744688	0				
3667	A	6748355	1				
3667	C	6752022	0				
3668	D	6755689	0				
3668	D	6759357	0				
3668	A	6763025	1				
3669	D	6766693	0				
3670	E	6770362	0				
3670	A	6774032	1				
3670	B	6777702	0				
3671	C	6781372	0				
3672	B	6785043	0				
3673	D	6788715	0				
3674	C	6792388	0				
3675	C	6796062	0				
3676	E	6799737	0				
3676	B	6803413	0				
3676	C	6807089	0				
3677	E	6810765	0				
3678	D	6814442	0				
3679	B	6818120	0				
3679	E	6821799	0				
3682	E	6825478	0				
3683	D	6829160	0				
3684	D	6832843	0				
3684	D	6836527	0				
3687	C	6840211	0				
3687	E	6843898	0				
3687	E	6847585	0				
3687	A	6851272	1				
3689	A	6854959	1				
3689	D	6858648	0				
3692	C	6862337	0				
3692	C	6866029	0				
3693	B	6869721	0				
3698	D	6873414	0				
3699	D	6877112	0				
3700	B	6880811	0				
3702	E	6884511	0				
3706	C	6888213	0				
3706	D	6891919	0				
3707	A	6895625	1				
3709	E	6899332	0				
3711	B	6903041	0				
3711	E	6906752	0				
3711	D	6910463	0				
3714	E	6914174	0				
3714	E	6917888	0				
3717	E	6921602	0				
3718	C	6925319	0				
3719	E	6929037	0				
3720	C	6932756	0				
3720	C	6936476	0				
3721	A	6940196	1				
3722	A	6943917	1				
3722	E	6947639	0				
3722	B	6951361	0				
3723	E	6955083	0				
3725	B	6958806	0				
3725	E	6962531	0				
3726	C	6966256	0				
3726	D	6969982	0				
3726	B	6973708	0				
3726	A	6977434	1				
3727	B	6981160	0				
3727	A	6984887	1				
3728	E	6988614	0				
3729	C	6992342	0				
3730	A	6996071	1				
3731	D	6999801	0				
3731	A	7003532	1				
3731	C	7007263	0				
3731	D	7010994	0				
3732	B	7014725	0				
3732	D	7018457	0				
3732	E	7022189	0				
3734	C	7025921	0				
3735	C	7029655	0				
3736	B	7033390	0				
3737	B	7037126	0				
3738	D	7040863	0				
3740	E	7044601	0				
3740	C	7048341	0				
3742	C	7052081	0				
3742	C	7055823	0				
3743	B	7059565	0				
3743	A	7063308	1				
3744	C	7067051	0				
3746	E	7070795	0				
3747	E	7074541	0				
3748	B	7078288	0				
3748	C	7082036	0				
3748	C	7085784	0				
3749	E	7089532	0				
3749	E	7093281	0				
3750	A	7097030	1				
3751	A	7100780	1				
3754	B	7104531	0				
3754	D	7108285	0				
3755	B	7112039	0				
3758	E	7115794	0				
3760	C	7119552	0				
3761	B	7123312	0				
3762	E	7127073	0				
3762	B	7130835	0				
3763	D	7134597	0				
3763	D	7138360	0				
3763	A	7142123	1				
3764	A	7145886	1				
3765	B	7149650	0				
3766	E	7153415	0				
3766	D	7157181	0				
3767	C	7160947	0				
3769	B	7164714	0				
3769	C	7168483	0				
3770	C	7172252	0				
3770	B	7176022	0				
3770	E	7179792	0				
3771	E	7183562	0				
3771	B	7187333	0				
3773	E	7191104	0				
3773	E	7194877	0				
3774	E	7198650	0				
3774	C	7202424	0				
3775	E	7206198	0				
3776	B	7209973	0				
3777	E	7213749	0				
3777	D	7217526	0				
3777	C	7221303	0				
3777	A	7225080	1				
3777	B	7228857	0				
3778	B	7232634	0				
3781	D	7236412	0				
3782	C	7240193	0				
3784	E	7243975	0				
3784	D	7247759	0				
3786	B	7251543	0				
3787	A	7255329	1				
3788	A	7259116	1				
3788	C	7262904	0				
3789	B	7266692	0				
3794	B	7270481	0				
3795	B	7274275	0				
3796	E	7278070	0				
3796	D	7281866	0				
3797	C	7285662	0				
3798	A	7289459	1				
3798	C	7293257	0				
3799	E	7297055	0				
3799	C	7300854	0				
3799	B	7304653	0				
3800	E	7308452	0				
3800	B	7312252	0				
3800	A	7316052	1				
3800	D	7319852	0				
3801	B	7323652	0				
3803	A	7327453	1				
3803	C	7331256	0				
3804	B	7335059	0				
3805	C	7338863	0				
3805	B	7342668	0				
3806	D	7346473	0				
3806	A	7350279	1				
3806	D	7354085	0				
3806	C	7357891	0				
3809	A	7361697	1				
3809	E	7365506	0				
3810	D	7369315	0				
3811	B	7373125	0				
3812	E	7376936	0				
3813	B	7380748	0				
3813	E	7384561	0				
3813	B	7388374	0				
3817	A	7392187	1				
3818	A	7396004	1				
3818	D	7399822	0				
3819	A	7403640	1				
3820	A	7407459	1				
3820	E	7411279	0				
3820	D	7415099	0				
3821	C	7418919	0				
3821	B	7422740	0				
3823	C	7426561	0				
3825	A	7430384	1				
3825	A	7434209	1				
3825	B	7438034	0				
3825	E	7441859	0				
3826	B	7445684	0				
3826	D	7449510	0				
3827	B	7453336	0				
3827	E	7457163	0				
3827	C	7460990	0				
3828	D	7464817	0				
3829	D	7468645	0				
3829	B	7472474	0				
3832	B	7476303	0				
3832	A	7480135	1				
3833	D	7483967	0				
3833	C	7487800	0				
3833	E	7491633	0				
3834	B	7495466	0				
3834	B	7499300	0				
3836	D	7503134	0				
3836	E	7506970	0				
3836	C	7510806	0				
3837	A	7514642	1				
3838	C	7518479	0				
3839	E	7522317	0				
3841	B	7526156	0				
3841	B	7529997	0				
3841	A	7533838	1				
3842	E	7537679	0				
3844	E	7541521	0				
3844	C	7545365	0				
3844	C	7549209	0				
3846	D	7553053	0				
3847	C	7556899	0				
3848	B	7560746	0				
3849	E	7564594	0				
3849	C	7568443	0				
3850	E	7572292	0				
3850	A	7576142	1				
3852	E	7579992	0				
3852	A	7583844	1				
3854	D	7587696	0				
3856	A	7591550	1				
3857	C	7595406	0				
3858	A	7599263	1				
3860	A	7603121	1				
3861	A	7606981	1				
3861	B	7610842	0				
3861	A	7614703	1				
3862	E	7618564	0				
3863	A	7622426	1				
3863	A	7626289	1				
3863	D	7630152	0				
3866	A	7634015	1				
3867	A	7637881	1				
3868	B	7641748	0				
3869	E	7645616	0				
3869	C	7649485	0				
3871	C	7653354	0				
3871	B	7657225	0				
3871	E	7661096	0				
3873	A	7664967	1				
3876	A	7668840	1				
3878	E	7672716	0				
3882	A	7676594	1				
3882	D	7680476	0				
3883	C	7684358	0				
3884	B	7688241	0				
3885	C	7692125	0				
3886	B	7696010	0				
3888	E	7699896	0				
3890	A	7703784	1				
3891	E	7707674	0				
3893	B	7711565	0				
3894	D	7715458	0				
3895	A	7719352	1				
3896	E	7723247	0				
3898	B	7727143	0				
3899	A	7731041	1				
3902	C	7734940	0				
3903	D	7738842	0				
3905	A	7742745	1				
3907	E	7746650	0				
3908	B	7750557	0				
3908	D	7754465	0				
3911	C	7758373	0				
3911	C	7762284	0				
3912	D	7766195	0				
3913	B	7770107	0				
3913	B	7774020	0				
3913	E	7777933	0				
3913	D	7781846	0				
3914	B	7785759	0				
3915	C	7789673	0				
3916	D	7793588	0				
3916	B	7797504	0				
3917	E	7801420	0				
3917	D	7805337	0				
3918	B	7809254	0				
3918	C	7813172	0				
3919	D	7817090	0				
3922	C	7821009	0				
3922	D	7824931	0				
3922	B	7828853	0				
3923	C	7832775	0				
3924	A	7836698	1				
3925	A	7840622	1				
3925	B	7844547	0				
3927	E	7848472	0				
3929	B	7852399	0				
3929	C	7856328	0				
3932	A	7860257	1				
3934	D	7864189	0				
3937	B	7868123	0				
3937	A	7872060	1				
3937	B	7875997	0				
3938	C	7879934	0				
3938	C	7883872	0				
3939	D	7887810	0				
3943	C	7891749	0				
3944	C	7895692	0				
3945	E	7899636	0				
3946	D	7903581	0				
3948	E	7907527	0				
3948	B	7911475	0				
3949	A	7915423	1				
3949	D	7919372	0				
3950	A	7923321	1				
3952	D	7927271	0				
3953	D	7931223	0				
3953	A	7935176	1				
3954	A	7939129	1				
3954	B	7943083	0				
3956	B	7947037	0				
3959	A	7950993	1				
3960	D	7954952	0				
3961	B	7958912	0				
3961	D	7962873	0				
3961	A	7966834	1				
3963	A	7970795	1				
3965	C	7974758	0				
3966	E	7978723	0				
3967	B	7982689	0				
3967	D	7986656	0				
3968	E	7990623	0				
3970	D	7994591	0				
3970	B	7998561	0				
3971	A	8002531	1				
3973	C	8006502	0				
3973	A	8010475	1				
3974	C	8014448	0				
3975	C	8018422	0				
3975	E	8022397	0				
3976	B	8026372	0				
3976	C	8030348	0				
3978	C	8034324	0				
3979	A	8038302	1				
3980	E	8042281	0				
3981	D	8046261	0				
3981	B	8050242	0				
3981	E	8054223	0				
3982	B	8058204	0				
3983	A	8062186	1				
3983	A	8066169	1				
3984	C	8070152	0				
3984	B	8074136	0				
3984	A	8078120	1				
3985	D	8082104	0				
3991	D	8086089	0				
3992	A	8090080	1				
3992	C	8094072	0				
3992	E	8098064	0				
3993	B	8102056	0				
3993	C	8106049	0				
3996	E	8110042	0				
3996	B	8114038	0				
4002	B	8118034	0				
4003	E	8122036	0				
4003	D	8126039	0				
4003	A	8130042	1				
4004	E	8134045	0				
4004	D	8138049	0				
4004	D	8142053	0				
4005	A	8146057	1				
4006	E	8150062	0				
4007	C	8154068	0				
4008	D	8158075	0				
4009	E	8162083	0				
4011	D	8166092	0				
4012	B	8170103	0				
4014	D	8174115	0				
4014	C	8178129	0				
4014	D	8182143	0				
4015	E	8186157	0				
4016	E	8190172	0				
4017	E	8194188	0				
4018	C	8198205	0				
4018	C	8202223	0				
4018	C	8206241	0				
4020	D	8210259	0				
4021	B	8214279	0				
4022	C	8218300	0				
4024	D	8222322	0				
4024	D	8226346	0				
4024	A	8230370	1				
4025	D	8234394	0				
4027	A	8238419	1				
4028	A	8242446	1				
4029	D	8246474	0				
4029	C	8250503	0				
4029	A	8254532	1				
4033	C	8258561	0				
4033	A	8262594	1				
4033	B	8266627	0				
4034	E	8270660	0				
4034	C	8274694	0				
4036	D	8278728	0				
4038	D	8282764	0				
4038	C	8286802	0				
4039	D	8290840	0				
4039	A	8294879	1				
4041	C	8298918	0				
4041	E	8302959	0				
4043	E	8307000	0				
4043	D	8311043	0				
4044	D	8315086	0				
4046	A	8319130	1				
4046	C	8323176	0				
4048	C	8327222	0				
4048	E	8331270	0				
4048	B	8335318	0				
4049	D	8339366	0				
4050	E	8343415	0				
4050	D	8347465	0				
4051	C	8351515	0				
4051	C	8355566	0				
4053	C	8359617	0				
4054	D	8363670	0				
4055	E	8367724	0				
4055	B	8371779	0				
4057	A	8375834	1				
4058	D	8379891	0				
4058	E	8383949	0				
4059	A	8388007	1				
4059	E	8392066	0				
4060	A	8396125	1				
4060	C	8400185	0				
4060	A	8404245	1				
4062	E	8408305	0				
4062	B	8412367	0				
4062	E	8416429	0				
4062	B	8420491	0				
4063	A	8424553	1				
4064	C	8428616	0				
4065	B	8432680	0				
4065	C	8436745	0				
4065	A	8440810	1				
4066	E	8444875	0				
4067	C	8448941	0				
4069	A	8453008	1				
4069	B	8457077	0				
4069	A	8461146	1				
4071	A	8465215	1				
4071	E	8469286	0				
4073	A	8473357	1				
4074	B	8477430	0				
4075	A	8481504	1				
4075	B	8485579	0				
4076	B	8489654	0				
4077	D	8493730	0				
4077	D	8497807	0				
4077	C	8501884	0				
4078	C	8505961	0				
4081	A	8510039	1				
4085	B	8514120	0				
4087	E	8518205	0				
4087	C	8522292	0				
4088	B	8526379	0				
4088	D	8530467	0				
4089	E	8534555	0				
4089	D	8538644	0				
4090	E	8542733	0				
4090	A	8546823	1				
4092	C	8550913	0				
4092	A	8555005	1				
4093	C	8559097	0				
4093	E	8563190	0				
4094	E	8567283	0				
4094	E	8571377	0				
4095	E	8575471	0				
4098	D	8579566	0				
4098	C	8583664	0				
4099	C	8587762	0				
4099	C	8591861	0				
4099	A	8595960	1				
4100	B	8600059	0				
4102	A	8604159	1				
4102	B	8608261	0				
4102	D	8612363	0				
4103	B	8616465	0				
4103	A	8620568	1				
4103	B	8624671	0				
4105	B	8628774	0				
4105	C	8632879	0				
4106	B	8636984	0				
4107	A	8641090	1				
4108	B	8645197	0				
4111	B	8649305	0				
4112	B	8653416	0				
4113	B	8657528	0				
4114	B	8661641	0				
4114	A	8665755	1				
4114	B	8669869	0				
4115	A	8673983	1				
4116	B	8678098	0				
4116	C	8682214	0				
4116	B	8686330	0				
4116	C	8690446	0				
4119	C	8694562	0				
4121	E	8698681	0				
4121	E	8702802	0				
4122	D	8706923	0				
4124	E	8711045	0				
4124	E	8715169	0				
4125	D	8719293	0				
4125	E	8723418	0				
4127	D	8727543	0				
4128	E	8731670	0				
4129	D	8735798	0				
4130	B	8739927	0				
4131	B	8744057	0				
4132	E	8748188	0				
4132	D	8752320	0				
4133	B	8756452	0				
4134	C	8760585	0				
4134	C	8764719	0				
4135	C	8768853	0				
4136	B	8772988	0				
4137	C	8777124	0				
4138	B	8781261	0				
4138	B	8785399	0				
4138	A	8789537	1				
4138	B	8793675	0				
4138	B	8797813	0				
4138	A	8801951	1				
4139	E	8806089	0				
4140	A	8810228	1				
4140	E	8814368	0				
4142	E	8818508	0				
4143	B	8822650	0				
4144	E	8826793	0				
4144	B	8830937	0				
4145	A	8835081	1				
4145	D	8839226	0				
4148	A	8843371	1				
4148	B	8847519	0				
4149	E	8851667	0				
4151	E	8855816	0				
4152	D	8859967	0				
4153	D	8864119	0				
4156	A	8868272	1				
4157	B	8872428	0				
4157	B	8876585	0				
4157	A	8880742	1				
4158	B	8884899	0				
4158	A	8889057	1				
4158	E	8893215	0				
4159	C	8897373	0				
4160	C	8901532	0				
4161	E	8905692	0				
4162	A	8909853	1				
4162	B	8914015	0				
4163	A	8918177	1				
4164	C	8922340	0				
4164	E	8926504	0				
4166	D	8930668	0				
4167	E	8934834	0				
4167	A	8939001	1				
4168	E	8943168	0				
4169	D	8947336	0				
4171	C	8951505	0				
4171	C	8955676	0				
4171	C	8959847	0				
4173	E	8964018	0				
4173	E	8968191	0				
4174	C	8972364	0				
4175	D	8976538	0				
4175	B	8980713	0				
4176	A	8984888	1				
4176	A	8989064	1				
4177	E	8993240	0				
4177	B	8997417	0				
4178	E	9001594	0				
4179	C	9005772	0				
4180	A	9009951	1				
4180	B	9014131	0				
4180	C	9018311	0				
4181	C	9022491	0				
4183	E	9026672	0				
4183	C	9030855	0				
4186	B	9035038	0				
4186	D	9039224	0				
4188	D	9043410	0				
